source	srcwords	target	targwords	nlinks	links_per_word
12-1:16	7002	12-1:17	6181	57133	4.333839035120989
12-1:16	7002	12-1:15	6096	55854	4.264315162620248
12-1:16	7002	12-1:04	4363	32922	2.896788385393753
12-1:16	7002	12-1:22	4350	32214	2.837737843551797
12-1:16	7002	12-1:12	3777	30451	2.825030151219965
12-1:16	7002	12-1:20	4112	31107	2.7989022854057946
12-1:16	7002	12-1:21	5107	33820	2.792963911140474
12-1:16	7002	12-1:01	5183	34022	2.7921214608124743
12-1:16	7002	12-1:14	4275	31315	2.776891017114481
12-1:16	7002	12-1:08	4584	31685	2.734766097013637
12-1:16	7002	12-1:18	5047	32265	2.677815586355714
12-1:16	7002	12-1:07	3883	27964	2.569039963252182
12-1:16	7002	12-1:10	4786	30214	2.563115032236172
12-1:16	7002	12-1:23	7356	36591	2.548474717927288
12-1:16	7002	12-1:24	6899	33986	2.4448600820084887
12-1:16	7002	12-1:19	3479	24760	2.3623700028623222
12-1:16	7002	12-1:02	6853	32472	2.3437026344280043
12-1:16	7002	12-1:06	4275	25733	2.2819012148621085
12-1:16	7002	12-1:09	5820	28444	2.2183746685384493
12-1:16	7002	12-1:03	3701	21759	2.0329814070821266
12-1:16	7002	12-2:04	7326	28875	2.015284757118928
12-1:16	7002	12-2:22	4284	22571	1.9999113946482368
12-1:16	7002	12-2:24	4681	23079	1.9754343918514081
12-1:16	7002	12-2:10	4983	22468	1.8746766791823113
12-1:16	7002	12-2:11	5444	23019	1.8495098826932348
12-1:16	7002	12-2:17	5319	21267	1.7260774287801315
12-1:16	7002	12-2:19	5230	20455	1.6722531066056245
12-1:16	7002	12-2:18	3754	17727	1.6481033841576795
12-1:16	7002	12-2:08	5024	19024	1.5819058706136704
12-1:16	7002	12-2:15	4811	18322	1.5510031321425548
12-1:16	7002	12-2:05	4297	16103	1.4251703690592088
12-1:16	7002	12-2:12	3865	15446	1.421367442716481
12-1:16	7002	12-2:16	4187	15789	1.4111180623826973
12-1:16	7002	12-2:13	3794	15146	1.402927010003705
12-1:16	7002	12-2:09	4825	16261	1.3749048786674558
12-1:16	7002	12-2:02	3799	14814	1.3715396722525692
12-1:16	7002	12-2:14	4623	15867	1.3649032258064515
12-1:16	7002	12-2:21	3744	14129	1.3148148148148149
12-1:16	7002	12-2:01	3780	13472	1.249489890558338
12-1:16	7002	12-2:20	3390	12420	1.1951501154734412
12-1:16	7002	12-2:03	4274	13125	1.1639765874423555
12-1:16	7002	12-2:23	3231	10868	1.062054138571289
12-1:16	7002	12-2:07	2910	10415	1.0507465698143663
12-1:16	7002	12-2:06	2890	8710	0.8805095026283866
12-2:16	4187	12-2:17	5319	57720	6.071954555017883
12-2:16	4187	12-2:15	4811	47263	5.252611691486997
12-2:16	4187	12-2:19	5230	47078	4.999256663480939
12-2:16	4187	12-2:04	7326	48452	4.2084600017371665
12-2:16	4187	12-2:24	4681	36900	4.161028416779431
12-2:16	4187	12-2:22	4284	34257	4.044032581749498
12-2:16	4187	12-2:21	3744	31693	3.996091287353423
12-2:16	4187	12-2:01	3780	31597	3.965984686833187
12-2:16	4187	12-2:18	3754	29629	3.7311421735297823
12-2:16	4187	12-2:14	4623	32327	3.6693530079455163
12-2:16	4187	12-2:03	4274	30997	3.663514950951424
12-2:16	4187	12-2:20	3390	27388	3.6146232017949056
12-2:16	4187	12-2:23	3231	26796	3.6122944189808575
12-2:16	4187	12-2:13	3794	28315	3.5478010274401703
12-2:16	4187	12-1:24	6899	36601	3.3015515064044743
12-2:16	4187	12-2:08	5024	28502	3.094343719465856
12-2:16	4187	12-2:02	3799	24654	3.087152516904583
12-2:16	4187	12-1:01	5183	28686	3.0614727854855923
12-2:16	4187	12-1:09	5820	29604	2.958329169581293
12-2:16	4187	12-2:07	2910	20859	2.9391292095251513
12-2:16	4187	12-1:10	4786	25679	2.8618076451576955
12-2:16	4187	12-2:11	5444	27198	2.824005814557159
12-2:16	4187	12-2:10	4983	25599	2.7916030534351144
12-2:16	4187	12-2:05	4297	19641	2.315063649222065
12-2:16	4187	12-1:19	3479	17571	2.292068875554396
12-2:16	4187	12-1:05	7356	26348	2.2825955124317767
12-2:16	4187	12-1:13	6733	23899	2.1885531135531138
12-2:16	4187	12-2:06	2890	15443	2.182139324572559
12-2:16	4187	12-1:18	5047	19589	2.1213991769547325
12-2:16	4187	12-1:22	4350	17486	2.0482605130607943
12-2:16	4187	12-2:12	3865	16204	2.0124192747143566
12-2:16	4187	12-1:23	7356	23227	2.012215195356493
12-2:16	4187	12-1:14	4275	16913	1.9987000709052234
12-2:16	4187	12-1:07	3883	15976	1.9796778190830235
12-2:16	4187	12-1:21	5107	18169	1.9549171508500107
12-2:16	4187	12-1:02	6853	21573	1.9540760869565217
12-2:16	4187	12-2:09	4825	16948	1.8806036395916557
12-2:16	4187	12-1:20	4112	15321	1.8461260392818413
12-2:16	4187	12-1:03	3701	14217	1.8023580121703855
12-2:16	4187	12-1:04	4363	15337	1.7938011695906433
12-2:16	4187	12-1:06	4275	15011	1.7739305128811156
12-2:16	4187	12-1:11	6884	18838	1.7015626411344955
12-2:16	4187	12-1:08	4584	14568	1.6609280583741877
12-2:16	4187	12-1:15	6096	16714	1.6254011475250414
12-2:16	4187	12-1:17	6181	16594	1.6005015432098766
12-2:16	4187	12-1:16	7002	15850	1.416569845383859
12-2:16	4187	12-1:12	3777	9292	1.1667503766951282
12-1:17	6181	12-1:13	6733	64415	4.987997522069072
12-1:17	6181	12-1:05	7356	64905	4.794636921031247
12-1:17	6181	12-1:15	6096	54950	4.475849148814857
12-1:17	6181	12-1:11	6884	57036	4.365556831228473
12-1:17	6181	12-1:16	7002	57534	4.364256997648487
12-1:17	6181	12-1:04	4363	35008	3.320182094081942
12-1:17	6181	12-1:22	4350	34927	3.31658911784256
12-1:17	6181	12-1:10	4786	34856	3.1782620589039845
12-1:17	6181	12-1:07	3883	31420	3.122019077901431
12-1:17	6181	12-1:12	3777	30801	3.0930909821249246
12-1:17	6181	12-1:18	5047	34648	3.0858567866049165
12-1:17	6181	12-1:08	4584	31120	2.890849976776591
12-1:17	6181	12-1:20	4112	29490	2.865053920139901
12-1:17	6181	12-1:03	3701	28298	2.8635903663226068
12-1:17	6181	12-1:23	7356	38105	2.8148777424835636
12-1:17	6181	12-1:14	4275	29212	2.7938026013771995
12-1:17	6181	12-1:24	6899	35690	2.728593272171254
12-1:17	6181	12-1:06	4275	27574	2.6371461361897475
12-1:17	6181	12-1:21	5107	29509	2.6141920623671155
12-1:17	6181	12-1:02	6853	32887	2.523170170323769
12-1:17	6181	12-2:04	7326	33314	2.466424816761679
12-1:17	6181	12-1:01	5183	25669	2.2587997184090107
12-1:17	6181	12-2:22	4284	23368	2.232967032967033
12-1:17	6181	12-2:15	4811	24517	2.230440320232897
12-1:17	6181	12-1:09	5820	26437	2.2028997583534706
12-1:17	6181	12-2:17	5319	23552	2.048
12-1:17	6181	12-2:24	4681	20657	1.9017676302706683
12-1:17	6181	12-1:19	3479	18142	1.8780538302277432
12-1:17	6181	12-2:11	5444	21407	1.8414623655913978
12-1:17	6181	12-2:05	4297	18248	1.7415537316281733
12-1:17	6181	12-2:03	4274	17980	1.7197513151602104
12-1:17	6181	12-2:08	5024	18448	1.6464078536367692
12-1:17	6181	12-2:16	4187	16584	1.599537037037037
12-1:17	6181	12-2:18	3754	15839	1.594262707599396
12-1:17	6181	12-2:10	4983	17440	1.562164098889287
12-1:17	6181	12-2:02	3799	15153	1.5183366733466934
12-1:17	6181	12-2:09	4825	16453	1.49491186625477
12-1:17	6181	12-2:20	3390	13889	1.4511545293072825
12-1:17	6181	12-2:13	3794	14406	1.4442105263157894
12-1:17	6181	12-2:14	4623	15308	1.4168826360607183
12-1:17	6181	12-2:19	5230	15941	1.3969853649986854
12-1:17	6181	12-2:12	3865	13930	1.3866215409118057
12-1:17	6181	12-2:21	3744	13110	1.3209068010075566
12-1:17	6181	12-2:01	3780	12484	1.2532878225077804
12-1:17	6181	12-2:23	3231	11037	1.1726519337016574
12-1:17	6181	12-2:06	2890	10591	1.1675669716679529
12-1:17	6181	12-2:07	2910	8379	0.9216807831921681
12-2:17	5319	12-2:16	4187	58336	6.136755733221124
12-2:17	5319	12-2:19	5230	63286	5.999241634278131
12-2:17	5319	12-2:15	4811	53620	5.293188548864758
12-2:17	5319	12-2:04	7326	65589	5.186951364175563
12-2:17	5319	12-2:22	4284	48309	5.030615432677289
12-2:17	5319	12-2:20	3390	40087	4.602939487886095
12-2:17	5319	12-2:18	3754	41490	4.572908630001102
12-2:17	5319	12-2:21	3744	39475	4.355621758799514
12-2:17	5319	12-2:14	4623	42779	4.302856568094951
12-2:17	5319	12-2:23	3231	35978	4.2079532163742694
12-2:17	5319	12-2:24	4681	41188	4.1188
12-2:17	5319	12-2:08	5024	39173	3.7873924393309486
12-2:17	5319	12-2:01	3780	34239	3.7629409825255524
12-2:17	5319	12-1:24	6899	42183	3.452529055491897
12-2:17	5319	12-2:02	3799	31074	3.4079842070629525
12-2:17	5319	12-2:13	3794	29796	3.2696148359486448
12-2:17	5319	12-1:10	4786	31250	3.0925284512617517
12-2:17	5319	12-2:10	4983	31293	3.037565521258008
12-2:17	5319	12-2:03	4274	29067	3.03002189096216
12-2:17	5319	12-2:07	2910	24546	2.982865475756471
12-2:17	5319	12-1:09	5820	32919	2.955292216536493
12-2:17	5319	12-2:11	5444	31221	2.9007711604571216
12-2:17	5319	12-1:01	5183	30411	2.895734145876976
12-2:17	5319	12-1:05	7356	34657	2.7342800788954635
12-2:17	5319	12-2:05	4297	25179	2.618448419301165
12-2:17	5319	12-1:14	4275	23955	2.4968730456535333
12-2:17	5319	12-1:07	3883	22213	2.413931753966529
12-2:17	5319	12-1:23	7356	30363	2.3955029585798817
12-2:17	5319	12-1:02	6853	28872	2.3720013144922776
12-2:17	5319	12-1:13	6733	28568	2.3703949551941585
12-2:17	5319	12-1:04	4363	22635	2.3378434207808305
12-2:17	5319	12-1:19	3479	20061	2.2801773130256877
12-2:17	5319	12-1:15	6096	25779	2.2583442838370567
12-2:17	5319	12-1:11	6884	27054	2.216995820699828
12-2:17	5319	12-1:06	4275	21007	2.189597665207421
12-2:17	5319	12-1:03	3701	19695	2.183481152993348
12-2:17	5319	12-2:09	4825	21700	2.1391955835962144
12-2:17	5319	12-1:21	5107	22284	2.137348935353923
12-2:17	5319	12-1:22	4350	20303	2.0998034957079326
12-2:17	5319	12-1:17	6181	24032	2.0897391304347828
12-2:17	5319	12-2:06	2890	16946	2.06431964916555
12-2:17	5319	12-1:18	5047	20628	1.9899672004630522
12-2:17	5319	12-2:12	3865	17780	1.9359756097560976
12-2:17	5319	12-1:20	4112	17505	1.8561128194252996
12-2:17	5319	12-1:08	4584	18319	1.8498434817732001
12-2:17	5319	12-1:16	7002	22191	1.8010713416118822
12-2:17	5319	12-1:12	3777	11524	1.2669305189094107
12-1:18	5047	12-1:01	5183	38216	3.735679374389052
12-1:18	5047	12-1:24	6899	44607	3.7340532395781016
12-1:18	5047	12-1:17	6181	34415	3.06510509440684
12-1:18	5047	12-1:09	5820	31549	2.9031931535842457
12-1:18	5047	12-1:22	4350	26838	2.856017878046185
12-1:18	5047	12-1:19	3479	24119	2.828876378137462
12-1:18	5047	12-1:14	4275	25577	2.743724522634628
12-1:18	5047	12-1:16	7002	33003	2.739065482612665
12-1:18	5047	12-1:11	6884	32303	2.7074847037130163
12-1:18	5047	12-1:08	4584	24940	2.589554563389056
12-1:18	5047	12-1:05	7356	32053	2.5842941223897444
12-1:18	5047	12-1:07	3883	22741	2.5465845464725643
12-1:18	5047	12-1:10	4786	25008	2.543272653310282
12-1:18	5047	12-1:15	6096	28150	2.526249663465853
12-1:18	5047	12-1:06	4275	22440	2.407208753486376
12-1:18	5047	12-2:04	7326	29135	2.3547239957973005
12-1:18	5047	12-1:02	6853	27924	2.3465546218487394
12-1:18	5047	12-2:08	5024	23573	2.340681163737464
12-1:18	5047	12-1:04	4363	21222	2.255260361317747
12-1:18	5047	12-1:23	7356	27309	2.201806014673869
12-1:18	5047	12-2:10	4983	22043	2.197706879361914
12-1:18	5047	12-1:21	5107	22285	2.1947015954303724
12-1:18	5047	12-1:20	4112	19889	2.1715252756851187
12-1:18	5047	12-2:24	4681	21017	2.1604646381578947
12-1:18	5047	12-2:05	4297	19612	2.0988869863013697
12-1:18	5047	12-2:16	4187	19153	2.074182369504007
12-1:18	5047	12-2:13	3794	18039	2.040380047505938
12-1:18	5047	12-1:13	6733	24010	2.038200339558574
12-1:18	5047	12-2:15	4811	19376	1.9655102454858997
12-1:18	5047	12-1:03	3701	17145	1.9598765432098766
12-1:18	5047	12-2:17	5319	20000	1.9293845263360987
12-1:18	5047	12-1:12	3777	16925	1.918064369900272
12-1:18	5047	12-2:19	5230	19676	1.9145665077357206
12-1:18	5047	12-2:11	5444	19850	1.8920979887522638
12-1:18	5047	12-2:23	3231	14999	1.8119110896351776
12-1:18	5047	12-2:03	4274	16794	1.8017380109430319
12-1:18	5047	12-2:22	4284	16687	1.7883399421283892
12-1:18	5047	12-2:18	3754	15227	1.7301443017838882
12-1:18	5047	12-2:14	4623	16633	1.7200620475698034
12-1:18	5047	12-2:01	3780	15122	1.7131528265548883
12-1:18	5047	12-2:20	3390	12984	1.5389356406305559
12-1:18	5047	12-2:02	3799	13524	1.528826588288492
12-1:18	5047	12-2:12	3865	13120	1.4721723518850987
12-1:18	5047	12-2:21	3744	12911	1.4686611307018542
12-1:18	5047	12-2:07	2910	10970	1.378660299107704
12-1:18	5047	12-2:06	2890	10020	1.262441728612826
12-1:18	5047	12-2:09	4825	12313	1.2472649918962724
12-2:18	3754	12-2:17	5319	41817	4.608949630772622
12-2:18	3754	12-2:21	3744	31955	4.261803147506002
12-2:18	3754	12-2:19	5230	36347	4.045747996438112
12-2:18	3754	12-2:20	3390	27745	3.8836786114221726
12-2:18	3754	12-2:22	4284	30612	3.808410052251804
12-2:18	3754	12-2:16	4187	29527	3.718297443646896
12-2:18	3754	12-2:24	4681	26417	3.131831653823355
12-2:18	3754	12-2:13	3794	22733	3.0117912029676734
12-2:18	3754	12-2:08	5024	25368	2.889952153110048
12-2:18	3754	12-2:15	4811	24626	2.875189725627554
12-2:18	3754	12-2:02	3799	21712	2.8746193565470675
12-2:18	3754	12-2:23	3231	20072	2.8735862562634216
12-2:18	3754	12-2:04	7326	31741	2.86471119133574
12-2:18	3754	12-2:01	3780	20752	2.7544465091584818
12-2:18	3754	12-1:24	6899	28902	2.713038580681498
12-2:18	3754	12-1:10	4786	22851	2.67576112412178
12-2:18	3754	12-1:01	5183	23438	2.622580284211704
12-2:18	3754	12-1:09	5820	24599	2.5693545017756425
12-2:18	3754	12-2:07	2910	17075	2.5622749099639854
12-2:18	3754	12-1:07	3883	18941	2.4801623674217623
12-2:18	3754	12-2:10	4983	21173	2.423371866773492
12-2:18	3754	12-2:14	4623	19898	2.3753133580040586
12-2:18	3754	12-1:23	7356	26145	2.3532853285328534
12-2:18	3754	12-1:05	7356	25448	2.2905490549054908
12-2:18	3754	12-2:06	2890	14925	2.2463877182420227
12-2:18	3754	12-1:14	4275	17649	2.19815668202765
12-2:18	3754	12-1:19	3479	15819	2.187059311489009
12-2:18	3754	12-2:05	4297	17415	2.1630853310147806
12-2:18	3754	12-1:06	4275	17306	2.155436542533317
12-2:18	3754	12-2:11	5444	19795	2.1520982822352686
12-2:18	3754	12-2:03	4274	16999	2.1174638764324865
12-2:18	3754	12-1:03	3701	15091	2.024279007377599
12-2:18	3754	12-1:02	6853	20943	1.9744508343546714
12-2:18	3754	12-1:04	4363	15848	1.952445484785019
12-2:18	3754	12-1:22	4350	15310	1.8891905231984205
12-2:18	3754	12-1:13	6733	19204	1.8312196052255174
12-2:18	3754	12-2:12	3865	13519	1.7743798398739992
12-2:18	3754	12-1:15	6096	17456	1.7721827411167512
12-2:18	3754	12-1:18	5047	15370	1.7463924554027952
12-2:18	3754	12-1:17	6181	16539	1.664720684448918
12-2:18	3754	12-1:21	5107	14737	1.663130572170184
12-2:18	3754	12-1:16	7002	17878	1.6621420602454444
12-2:18	3754	12-1:08	4584	12917	1.5491724634204844
12-2:18	3754	12-1:20	4112	11584	1.4726671751843377
12-2:18	3754	12-2:09	4825	12177	1.4193962000233127
12-2:18	3754	12-1:11	6884	14356	1.3495017860500094
12-2:18	3754	12-1:12	3777	7998	1.0620103571902801
12-1:19	3479	12-1:01	5183	32178	3.7148464557838836
12-1:19	3479	12-1:09	5820	31952	3.4360683944510164
12-1:19	3479	12-1:24	6899	33647	3.2421468491038734
12-1:19	3479	12-1:18	5047	24230	2.841895378841192
12-1:19	3479	12-1:14	4275	21137	2.7259478978591694
12-1:19	3479	12-1:22	4350	20053	2.5613743773151105
12-1:19	3479	12-1:10	4786	21162	2.56043557168784
12-1:19	3479	12-2:04	7326	25909	2.397871355853771
12-1:19	3479	12-1:11	6884	24477	2.3619608221557464
12-1:19	3479	12-1:03	3701	16887	2.351949860724234
12-1:19	3479	12-1:07	3883	17304	2.350448247758761
12-1:19	3479	12-1:16	7002	24497	2.337276977387654
12-1:19	3479	12-1:04	4363	17861	2.277607753124203
12-1:19	3479	12-1:23	7356	24507	2.2618366405168437
12-1:19	3479	12-2:16	4187	17238	2.248630315679624
12-1:19	3479	12-1:08	4584	18103	2.24519409649014
12-1:19	3479	12-1:15	6096	21409	2.2359268929503915
12-1:19	3479	12-2:17	5319	19586	2.2261877699477153
12-1:19	3479	12-2:19	5230	18828	2.1619014812263178
12-1:19	3479	12-2:18	3754	15320	2.118069957140882
12-1:19	3479	12-1:02	6853	21869	2.116627951993806
12-1:19	3479	12-1:05	7356	22369	2.0645131518227964
12-1:19	3479	12-2:08	5024	17483	2.056097847818417
12-1:19	3479	12-2:10	4983	17319	2.046679272039707
12-1:19	3479	12-1:21	5107	17460	2.0335429769392035
12-1:19	3479	12-2:22	4284	15230	1.961870410923612
12-1:19	3479	12-2:14	4623	15782	1.9479140952851148
12-1:19	3479	12-2:15	4811	16127	1.9453558504221955
12-1:19	3479	12-1:17	6181	18436	1.908488612836439
12-1:19	3479	12-1:13	6733	19384	1.8981590285938112
12-1:19	3479	12-2:24	4681	15484	1.897549019607843
12-1:19	3479	12-2:20	3390	12757	1.8571844518852818
12-1:19	3479	12-2:11	5444	16570	1.856998767230752
12-1:19	3479	12-2:13	3794	12717	1.748521930427609
12-1:19	3479	12-1:06	4275	13383	1.7259478978591694
12-1:19	3479	12-2:05	4297	13346	1.71630658436214
12-1:19	3479	12-2:02	3799	12153	1.6698268755152514
12-1:19	3479	12-1:20	4112	12659	1.6676327229614016
12-1:19	3479	12-2:21	3744	11987	1.6595597397203379
12-1:19	3479	12-2:12	3865	12068	1.6432461873638344
12-1:19	3479	12-2:07	2910	10342	1.6187196744404446
12-1:19	3479	12-2:23	3231	10192	1.5189269746646796
12-1:19	3479	12-2:03	4274	11241	1.4498903650199924
12-1:19	3479	12-2:01	3780	10447	1.439178950268632
12-1:19	3479	12-2:09	4825	11363	1.3683766859344895
12-1:19	3479	12-2:06	2890	8155	1.280420788192809
12-1:19	3479	12-1:12	3777	8996	1.2398015435501655
12-2:19	5230	12-2:17	5319	64059	6.072518722153759
12-2:19	5230	12-2:16	4187	47219	5.014229584793458
12-2:19	5230	12-2:23	3231	41904	4.952606074932041
12-2:19	5230	12-2:22	4284	43086	4.528694555392054
12-2:19	5230	12-2:24	4681	43962	4.435677530017153
12-2:19	5230	12-2:04	7326	51059	4.0665020707231605
12-2:19	5230	12-2:18	3754	36428	4.054764024933214
12-2:19	5230	12-2:15	4811	37845	3.769046907678518
12-2:19	5230	12-2:14	4623	36605	3.7151121485841876
12-2:19	5230	12-2:21	3744	31260	3.4833964787162914
12-2:19	5230	12-1:24	6899	41435	3.416192596256905
12-2:19	5230	12-2:20	3390	28824	3.3438515081206495
12-2:19	5230	12-2:08	5024	33650	3.281646186853911
12-2:19	5230	12-2:11	5444	34862	3.266067078883268
12-2:19	5230	12-1:10	4786	32042	3.1990814696485623
12-2:19	5230	12-2:13	3794	28018	3.104831560283688
12-2:19	5230	12-2:02	3799	27424	3.0373241776497952
12-2:19	5230	12-1:01	5183	30193	2.8995486411216747
12-2:19	5230	12-2:07	2910	23498	2.886732186732187
12-2:19	5230	12-2:10	4983	28956	2.835210026436894
12-2:19	5230	12-2:01	3780	24645	2.735294117647059
12-2:19	5230	12-1:09	5820	30055	2.7199095022624435
12-2:19	5230	12-2:05	4297	25213	2.646478429726042
12-2:19	5230	12-2:03	4274	22742	2.3928872053872055
12-2:19	5230	12-1:14	4275	22205	2.3361388742766964
12-2:19	5230	12-1:19	3479	19105	2.1937076587438282
12-2:19	5230	12-2:09	4825	21891	2.1771258080556937
12-2:19	5230	12-1:23	7356	26533	2.1081360241538216
12-2:19	5230	12-1:06	4275	19978	2.101841136244082
12-2:19	5230	12-1:05	7356	26205	2.0820753217861117
12-2:19	5230	12-2:06	2890	16800	2.0689655172413794
12-2:19	5230	12-2:12	3865	18738	2.0602528862012095
12-2:19	5230	12-1:22	4350	19543	2.0399791231732776
12-2:19	5230	12-1:18	5047	20945	2.038046122409263
12-2:19	5230	12-1:02	6853	24573	2.0336836878258713
12-2:19	5230	12-1:07	3883	16927	1.8574563809941842
12-2:19	5230	12-1:21	5107	18476	1.7873657734352326
12-2:19	5230	12-1:03	3701	15729	1.7611689620423245
12-2:19	5230	12-1:15	6096	19743	1.7431573371004767
12-2:19	5230	12-1:13	6733	20541	1.7170442196773386
12-2:19	5230	12-1:16	7002	20891	1.7078973185088293
12-2:19	5230	12-1:04	4363	16160	1.684561659543417
12-2:19	5230	12-1:11	6884	20350	1.6798745253425789
12-2:19	5230	12-1:20	4112	13932	1.4913294797687862
12-2:19	5230	12-1:08	4584	14421	1.4694314244956186
12-2:19	5230	12-1:17	6181	16558	1.4510559985978442
12-2:19	5230	12-1:12	3777	8805	0.9775729987787276
12-1:20	4112	12-1:05	7356	46392	4.045343564701779
12-1:20	4112	12-1:21	5107	31282	3.3932096756698122
12-1:20	4112	12-1:22	4350	24610	2.9082959111321203
12-1:20	4112	12-1:17	6181	29903	2.9051782764985914
12-1:20	4112	12-1:13	6733	30754	2.8357768556938683
12-1:20	4112	12-1:01	5183	25958	2.792684238838085
12-1:20	4112	12-1:16	7002	31028	2.7917941335252836
12-1:20	4112	12-1:15	6096	28338	2.7760579937304075
12-1:20	4112	12-1:11	6884	29553	2.6876136777009823
12-1:20	4112	12-1:24	6899	27740	2.5192988829352467
12-1:20	4112	12-1:10	4786	22111	2.4849404360530456
12-1:20	4112	12-1:14	4275	20367	2.4284010969357337
12-1:20	4112	12-1:23	7356	27737	2.418643181025462
12-1:20	4112	12-1:06	4275	19858	2.367711935137713
12-1:20	4112	12-1:08	4584	20298	2.3341766329346827
12-1:20	4112	12-1:07	3883	18494	2.313195747342089
12-1:20	4112	12-1:04	4363	19449	2.294867256637168
12-1:20	4112	12-1:18	5047	20359	2.2228409214979803
12-1:20	4112	12-1:09	5820	19786	1.9921465968586387
12-1:20	4112	12-1:12	3777	14935	1.893142350107745
12-1:20	4112	12-1:03	3701	14313	1.8319467554076538
12-1:20	4112	12-2:16	4187	15153	1.8258826364622243
12-1:20	4112	12-2:17	5319	17147	1.8181529000106034
12-1:20	4112	12-2:13	3794	14230	1.7998988110295977
12-1:20	4112	12-2:22	4284	14776	1.7598856598380181
12-1:20	4112	12-2:04	7326	20044	1.7524042664801538
12-1:20	4112	12-2:08	5024	15430	1.688922942206655
12-1:20	4112	12-1:02	6853	18440	1.6817145462836298
12-1:20	4112	12-1:19	3479	12761	1.6810696877881701
12-1:20	4112	12-2:11	5444	16064	1.6810380912515697
12-1:20	4112	12-2:05	4297	13979	1.6623855393031275
12-1:20	4112	12-2:10	4983	14468	1.5907641561297416
12-1:20	4112	12-2:24	4681	13803	1.569771409075401
12-1:20	4112	12-2:12	3865	12370	1.5507082863231791
12-1:20	4112	12-2:14	4623	12762	1.4610188895248999
12-1:20	4112	12-2:01	3780	11524	1.4602128737962494
12-1:20	4112	12-2:03	4274	12174	1.4517052229906988
12-1:20	4112	12-2:19	5230	13456	1.440376792977949
12-1:20	4112	12-2:18	3754	10996	1.3979150775489448
12-1:20	4112	12-2:15	4811	12266	1.3746497814636334
12-1:20	4112	12-2:09	4825	12204	1.365558912386707
12-1:20	4112	12-2:07	2910	9193	1.3091711763030476
12-1:20	4112	12-2:21	3744	10015	1.2748217922606924
12-1:20	4112	12-2:23	3231	8886	1.2101320985973036
12-1:20	4112	12-2:02	3799	9551	1.2073062823916065
12-1:20	4112	12-2:20	3390	8783	1.170754465475873
12-1:20	4112	12-2:06	2890	7722	1.1028277634961439
12-2:20	3390	12-2:17	5319	40428	4.642094385118843
12-2:20	3390	12-2:18	3754	28236	3.952407614781635
12-2:20	3390	12-2:16	4187	27492	3.6283489507720734
12-2:20	3390	12-2:22	4284	27198	3.544175136825645
12-2:20	3390	12-2:19	5230	28828	3.3443155452436195
12-2:20	3390	12-2:15	4811	27409	3.3421533959273257
12-2:20	3390	12-2:21	3744	22367	3.1352677319876645
12-2:20	3390	12-2:23	3231	18851	2.84715299803655
12-2:20	3390	12-2:04	7326	29314	2.7355356476297126
12-2:20	3390	12-2:24	4681	22022	2.728534258456201
12-2:20	3390	12-2:13	3794	19324	2.689866369710468
12-2:20	3390	12-1:10	4786	21620	2.6443248532289627
12-2:20	3390	12-1:07	3883	19131	2.6304138594802695
12-2:20	3390	12-2:02	3799	18747	2.607734038113785
12-2:20	3390	12-2:14	4623	20318	2.5356296018969173
12-2:20	3390	12-2:01	3780	18121	2.527336122733612
12-2:20	3390	12-1:09	5820	23153	2.5138979370249728
12-2:20	3390	12-1:24	6899	25345	2.4633103314219067
12-2:20	3390	12-2:03	4274	18289	2.3863517745302714
12-2:20	3390	12-2:08	5024	19782	2.35108153078203
12-2:20	3390	12-1:01	5183	19311	2.2525370348769393
12-2:20	3390	12-2:07	2910	14091	2.236666666666667
12-2:20	3390	12-1:23	7356	22697	2.1121347478131396
12-2:20	3390	12-2:10	4983	17241	2.059118595485489
12-2:20	3390	12-1:04	4363	15917	2.0530117373919774
12-2:20	3390	12-1:02	6853	20541	2.0053695206482476
12-2:20	3390	12-2:11	5444	17400	1.9696626669685307
12-2:20	3390	12-1:14	4275	15031	1.9609915198956296
12-2:20	3390	12-1:05	7356	21025	1.9565419691047832
12-2:20	3390	12-1:19	3479	13327	1.940165963022274
12-2:20	3390	12-1:03	3701	13054	1.8409251163446623
12-2:20	3390	12-2:05	4297	12749	1.658514374918694
12-2:20	3390	12-1:18	5047	13816	1.63754889178618
12-2:20	3390	12-1:08	4584	12915	1.6196388261851016
12-2:20	3390	12-1:15	6096	15310	1.6139574109213577
12-2:20	3390	12-2:06	2890	9765	1.554936305732484
12-2:20	3390	12-1:06	4275	11841	1.5448140900195695
12-2:20	3390	12-2:09	4825	12517	1.5236762020693853
12-2:20	3390	12-1:17	6181	14219	1.485633685090377
12-2:20	3390	12-1:13	6733	14984	1.4801936184925417
12-2:20	3390	12-1:11	6884	15095	1.4692427486860036
12-2:20	3390	12-1:22	4350	11269	1.4559431524547803
12-2:20	3390	12-1:21	5107	11180	1.3157585030010592
12-2:20	3390	12-2:12	3865	9105	1.2549965541006203
12-2:20	3390	12-1:20	4112	9136	1.2178085843774993
12-2:20	3390	12-1:16	7002	12640	1.2163202463433411
12-2:20	3390	12-1:12	3777	8217	1.146504813729594
12-1:21	5107	12-1:05	7356	45792	3.67423573778384
12-1:21	5107	12-1:22	4350	31987	3.382362271333404
12-1:21	5107	12-1:20	4112	30961	3.3583902809415336
12-1:21	5107	12-1:01	5183	32884	3.1957240038872694
12-1:21	5107	12-1:15	6096	34740	3.1009551013121484
